報告年度:2021,議題:廢棄物管理,議題:水資源管理,議題:溫室氣體排放,議題:能源管理,報告年度:2022,報告年度:2023
,,,,,,
,,,,,,
,,,,,,
產品,,,,,,
,,,,,,
營業額,,,,,,
烤漆數量,,,,,,
噸/百萬元營業額,,,,,,
,,,,,,
營業額,,ISO 14001,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
產品,,,,,,
產值,,,,,,
,,,,,,
百萬營業額,,ISO 14001,,,,
仟元營業額/噸,,,,,,
,,,,,,
,,,,,,
,,,,,,
營業額,,,,,,
產品,,ISO 14001,,,,
百萬元營業額,,,,,,
百萬營業額,,,,,,
,,ISO 9001,,,,
,,,,,,
,,,,,,
產品,,,,,,
每百萬元產值,,,,,,
每百萬營業額,,ISO 14001,,,,
營業額仟元,,,,,,
,,,,,,
,,,,,,
產品,,,,,,
百萬營業額,,,,,,
營業額,,ISO 9001,,,,
,,,,,,
,,ISO 14001,,,,
噸/百萬元,,,,,,
產品,,,,,,
營業額,,,,,,
,,,,,,
,,ISO 14001,,,,
營業額,,,,,,
營業額,,,,,,
每百萬營收,,ISO 14001,,,,
百萬營業額,,,,,,
百萬營業額,,,,,,
營業額；單位：公噸/仟元,,,,,,
百萬元產值,,ISO 14001,,,,
植物保護產品佰萬元銷售額,,,,,,
產品,,,,,,
產品,,,,,,
產品(公噸),,ISO 14001,,,,
營業額573445.0898萬元,,,,,,
營業額,,,,,,
產品,,ISO 14001,,,,
產品,,,,,,
營業額,,,,,,
百萬元營業額,,,,,,
營業額,,ISO 14001,,,,
單位：百萬公升/產品,,,,,,
營業額,,,,,,
,,,,,,
噸CO2e/百萬營收,,,,,,
營業額,,,,,,
營業額仟元,,,,,,
產品,,,,,,
,,,,,,
產品,,,,,,
營業額,,,,,,
每仟元產值,,,,,,
產品,,,,,,
產品,,,,,,
以佰萬元營業額為單位,,,,,,
,,,,,,
,,,,,,
,,,,,,
百萬元營業額,,,,,,
,,ISO 9001,,,,
,,,,,,
產品,,,,,,
,,,,,,
,,,,,,
營業額,,ISO 14001,,,,
百萬營業額,,,,,,
,,,,,,
千公升/噸 (工業用紙產量),,,,,,
產品,,,,,,
,,,,,,
產品,,ISO 14001,,,,
產品,,,,,,
產品,,ISO 9001,,,,
鋼胚產量,,ISO 14001,,,,
,,,,,,
產品,,,,,,
產品,,,,,,
產品,,ISO 14001,,,,
百萬營業額,,ISO 14001,,,,
,,,,,,
產品,,,,,,
產品,,ISO 14001,,,,
產品,,,,,,
,,ISO 14001,,,,
,,,,,,
產量(公噸),,,,,,
,,,,,,
營業額,,,,,,
營業額(百萬公升/百萬元),,ISO 14001,,,,
,,,,,,
產品,,,,,,
營業額,,,,,,
百萬營業額,,,,,,
,,,,,,
,,,,,,
產品,,ISO 9001,,,,
,,,,,,
百萬營業額,,,,,,
平方公尺產品表面積,,,,,,
產量,,,,,,
,,,,,,
產品,,,,,,
每噸產品,,,,,,
公噸,,ISO 14001,,,,
產品,,ISO 14001,,,,
產品,,,,,,
產品,,ISO 14001,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
產品,,,,,,
產品,,ISO 14001,,,,
產品,,,,,,
人,,,,,,
"營業額17,852,881仟元",,,,,,
百萬營業額,,,,,,
每年人均用水輛 (公噸-水 /人),,,,,,
,,,,,,
,,,,,,
,,,,,,
營業額,,,,,,
,,,,,,
產品,,,,,,
,,,,,,
營業額(千元),,,,,,
,,,,,,
百萬營收,,ISO 14001,,,,
產品,,,,,,
wafer-m2,,ISO 14001,,,,
,,,,,,
產值(單位：百萬美金),,ISO 14001,,,,
營業額,,,,,,
產品,,,,,,
員工人數,,ISO 14001,,,,
產品,,,,,,
百萬新台幣營業額,,,,,,
僅有民生用水，約160人,,,,,,
員工人數,,,,,,
營業額;單位為新台幣百萬元,,,,,,
百萬營業額,,,,,,
百萬營業額,,,,,,
營業額,,,,,,
單位產品用水量（公升／十二吋晶圓當量－光罩數）,,ISO 14001,,,,
"2021年 精英電腦總部大樓人均年用水量  18.136 公噸/  人.年；TPE 13,802公噸/761人=18.136",,,,,,
員工人數,,,,,,
年度總營收(百萬元),,,,,,
產品,,,,,,
佰萬元營業額,,ISO 14001,,,,
產品,,,,,,
噸/layer(層-晶圓光罩),,ISO 14001,,,,
百萬元營業額,,,,,,
員工人數,,,,,,
,,,,,,
營業額,,,,,,
產品,,,,,,
營業額,,,,,,
百萬營業額,,,,,,
營業額,,ISO 9001,,,,
營業額,,,,,,
千億營業額,,,,,,
公噸/平均每人/年,,,,,,
,,,,,,
營業額(仟元),,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
產量,,,,,,
百萬元營業額,,,,,,
產品,,,,,,
,,,,,,
營業額,,,,,,
營業額,,,,,,
,,,,,,
百萬營業額,,,,,,
營業額,,,,,,
"瑞昱新竹營運總部員工人數(4,492人)",,,,,,
產品,,,,,,
,,,,,,
耗水量/總營收(單位:新台幣仟元),,,,,,
營業額,,ISO 9001,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
營業額百萬,,ISO 14001,,,,
,,,,,,
,,,,,,
員工人數 (30320度/345人),,,,,,
,,,,,,
,,,,,,
,,,,,,
"835,000萬元",,,,,,
千顆晶粒,,ISO 14001,,,,
產品(米平方),,ISO 14001,,,,
百萬營業額,,ISO 14001,,,,
,,ISO 14001,,,,
佰萬營業額,,,,,,
,,,,,,
營業額,,,,,,
營業額,,,,,,
百萬營業額,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
百萬營業額,,,,,,
員工人數,,,,,,
產品,,,,,,
百萬營收,,,,,,
,,,,,,
,,,,,,
營業額,,,,,,
百萬營業額,,,,,,
營業額單位為佰萬元,,,,,,
,,,,,,
員工人數,,,,,,
,,,,,,
,,,,,,
,,,,,,
營業額,,ISO 14001,,,,
營業額,,,,,,
人,,ISO 14001,,,,
百萬營業額,,,,,,
百萬營業額,,,,,,
母公司員工人數,,,,,,
產品,,,,,,
人,,,,,,
年-人,,ISO 14001,,,,
,,,,,,
,,,,,,
百萬營業額,,,,,,
,,,,,,
,,,,,,
,,,,,,
營業額,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
產品,,,,,,
,,,,,,
營業額,,,,,,
營業額,,,,,,
營業額,,,,,,
營業額,,,,,,
,,,,,,
,,,,,,
百萬營業額,,,,,,
營業額,,,,,,
千元營業額,,,,,,
7100度 除以 2486百萬營收 = 2.856,,,,,,
營業額,,,,,,
,,,,,,
產品,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
81206度/年/1720人/360日=0.13度/日,,ISO 14001,,,,
員工人數,,ISO 14001,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
"平方公尺(總樓地板面積為99,150平方公尺)",,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
以用水量/面積計算,,,,,,
,,,,,,
營業額( /百萬 ),,,,,,
,,,,,,
,,,,,,
,,,,,,
總樓地板面積㎡,,,,,,
,,,,,,
營業額,,,,,,
,,,,,,
,,,,,,
,,,,,,
日勝生: 噸/人,,,,,,
母公司樓地板面積(坪),,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,ISO 14001,,,,
,,,,,,
營業額,,,,,,
,,,,,,
用水總量/總員工人數,,ISO 14001,,,,
,,,,,,
佰萬營業額,,,,,,
,,,,,,
營收百萬元,,,,,,
噸/人，分母為台灣員工總人數,,,,,,
,,,,,,
,,,,,,
總用水/樓地板面積,,ISO 14001,,,,
百萬營業額,,,,,,
,,,,,,
百萬營業額,,,,,,
,,,,,,
用水量 / 辦公室樓地板面積(平方公尺),,,,,,
,,,,,,
,,,,,,
,,,,,,
千元營業額,,,,,,
千元營業額,,,,,,
營業額-千元,,,,,,
,,,,,,
百萬營業額,,,,,,
營業額,,,,,,
,,,,,,
,,,,,,
水費單各店平均值,,,,,,
,,,,,,
仟元營業額,,,,,,
營業額,,,,,,
百萬營業額,,,,,,
員工人數,,ISO 14001,,,,
度/淨營收(百萬元),,,,,,
,,,,,,
人,,,,,,
,,,,,,
,,,,,,
員工人數,,ISO 14001,,,,
,,,,,,
,,,,,,
人,,,,,,
,,,,,,
服務,,,,,,
,,,,,,
人,,,,,,
人均,,,,,,
營業額(百萬元),,,,,,
員工總數,,,,,,
人 (員工),,ISO 14001,,,,
總員工數,,ISO 14001,,,,
,,,,,,
營收百萬元,,ISO 14001,,,,
樓地板面積,,ISO 14001,,,,
國內員工人數,,ISO 14001,,,,
員工人數,,ISO 14001,,,,
人均用水量,,ISO 14001,,,,
,,,,,,
每人,,ISO 14001,,,,
人,,,,,,
"201,230公噸/8,414人=23.9公噸",,ISO 14001,,,,
員工人數,,ISO 14001,,,,
,,,,,,
億元營業額,,ISO 14001,,,,
,,,,,,
,,,,,,
,,,,,,
百萬營收,,,,,,
,,,,,,
,,,,,,
門市數,,ISO 14001,,,,
,,,,,,
,,,,,,
新台幣十萬元營收,,,,,,
,,,,,,
,,,,,,
,,,,,,
營業額,,,,,,
產品,,,,,,
單位:百萬營業額,,,,,,
營業額,,ISO 14001,,,,
用水量/百萬營業額(個體),,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
母公司與部分子公司的員工人數,,,,,,
產品,,,,,,
"總用水量/營業額=1,525,496公噸/47,332 TWD’M = 32.22",,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
"56,936.2(噸)/25,530.706 (新台幣百萬元,2021年營收)= 2.23",,,,,,
,,,,,,
,,,,,,
產品,,,,,,
,,,,,,
營業額,,,,,,
,,,,,,
產品,,,,,,
佰萬營收,,,,,,
,,,,,,
公噸/樓地板面積m2,,,,,,
新臺幣百萬營業額,,,,,,
營業額,,,,,,
樓地板面積(平方公尺),,,,,,
百萬元營業額,,ISO 14001,,,,
KPCS,,,,,,
,,,,,,
產品,,,,,,
以個體營收計算，單位 : 新臺幣佰萬元,,,,,,
,,,,,,
營業額,,ISO 14001,,,,
營業額,,ISO 14001,,,,
百萬營業額,,,,,,
百萬營業額,,,,,,
百萬營業額,,,,,,
營業額,,,,,,
,,,,,,
營業額,,ISO 14001,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
百萬營業額,,,,,,
,,,,,,
,,,,,,
,,,,,,
營業額,,,,,,
,,,,,,
營業額,,ISO 9001,,,,
營業額,,,,,,
員工人數,,,,,,
營業額,,,,,,
"167,852.8公噸/個體營收淨額2,431百萬元",,,,,,
產品,,,,,,
,,,,,,
產品,,,,,,
營業額,,,,,,
,,,,,,
單位:千噸取水量/十億元新台幣(以緯創全球主要製造廠區用水量/ 廠區營收做為計算基準),,ISO 14001,,,,
營業額,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
產品,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
營業額,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
營業額,,,,,,
,,,,,,
,,,,,,
用水量(噸)/營業額(百萬元),,ISO 14001,,,,
,,,,,,
,,,,,,
,,,,,,
員工人均用水量,,,,,,
,,,,,,
,,,,,,
,,,,,,
產品,,,,,,
,,,,,,
以百萬元營業額為單位,,,,,,
,,,,,,
員工人數,,,,,,
,,,,,,
營業額,,,,,,
,,,,,,
百萬營業額,,,,,,
產品,,,,,,
營業額,,,,,,
每百萬元營業額,,,,,,
每百萬營業額0.21公頓,,,,,,
,,,,,,
產品,,,,,,
,,,,,,
,,,,,,
,,,,,,
TON/百萬元營業額,,,,,,
,,,,,,
佰萬營業額,,,,,,
營業額(百萬),,ISO 14001,,,,
,,,,,,
營業額,,ISO 14001,,,,
,,,,,,
千元營業額,,ISO 9001,,,,
營業額,,,,,,
營業額,,,,,,
員工人數,,,,,,
,,,,,,
各據點員工合計數,,ISO 14001,,,,
百萬營業額,,ISO 14001,,,,
百萬營業額,,,,,,
,,,,,,
營業額/單位為「百萬新台幣」,,,,,,
百萬營業額,,ISO 14001,,,,
立方米/千美金營收,,ISO 14001,,,,
,,,,,,
,,,,,,
,,,,,,
仟元營業額,,,,,,
單位：千元營收,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
百萬營業額,,,,,,
,,,,,,
百萬營業額,,,,,,
,,ISO 14001,,,,
產品,,,,,,
,,,,,,
產品,,ISO 14001,,,,
,,,,,,
產品,,,,,,
,,,,,,
,,,,,,
營業額,,,,,,
百萬營業額,,,,,,
產品,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
百萬營業額,,,,,,
營業額單位為佰萬元,,,,,,
營業額,,,,,,
營業額,,ISO 14001,,,,
營業額,,,,,,
,,,,,,
營業額,,,,,,
營業額,,,,,,
取水量(百萬公升)/個體營收(億元),,ISO 9001,,,,
公噸/百萬營業額,,,,,,
營業額；單位：公噸  / 仟元,,ISO 14001,,,,
營業額(仟元單位),,,,,,
百萬營業額,,,,,,
千元營收,,,,,,
百萬營業額,,,,,,
,,,,,,
營業額,,,,,,
營業額,,,,,,
產品,,,,,,
營業額,,ISO 14001,,,,
,,,,,,
單位：公升/層-晶圓光罩,,ISO 14001,,,,
台幣百萬營收,,,,,,
,,,,,,
,,,,,,
,,,,,,
每百萬營業額(元),,,,,,
百萬元營業額,,,,,,
,,,,,,
百萬營業額,,,,,,
,,,,,,
營業額,,ISO 14001,,,,
產能(仟米平方),,,,,,
0.2969立方公尺/百萬營業額,,ISO 14001,,,,
,,,,,,
員工人數(千人),,,,,,
,,,,,,
,,,,,,
產量(公斤),,,,,,
,,,,,,
,,,,,,
百萬營業額,,,,,,
總公司辦公區堿空調循環用水及民生用水,,,,,,
,,,,,,
百萬營業額,,,,,,
,,,,,,
百萬營業額,,,,,,
,,,,,,
,,,,,,
,,,,,,
營業額(億元),,,,,,
,,,,,,
製程,,ISO 14001,,,,
,,,,,,
仟元營業額,,ISO 14001,,,,
營業額,,,,,,
員工人數(台北+竹南),,,,,,
營業額,,,,,,
產品,,,,,,
營業額(新台幣仟元),,,,,,
"母公司110年用水量為2568公噸,平均每天用水量為7.04公噸",,,,,,
人,,,,,,
,,,,,,
員工人數,,,,,,
員工人數,,,,,,
,,,,,,
員工人數,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
總取水量/(海勤船員+辦公室員工人數),,,,,,
,,,,,,
營業額,,,,,,
分母為百萬元營業額,,ISO 14001,,,,
淨收益佰萬元,,ISO 14001,,,,
,,,,,,
度,,,,,,
,,,,,,
營業額 百萬元,,,,,,
產品,,,,,,
營業額,,ISO 14001,,,,
,,,,,,
母公司的內湖營業所密集度為0.002百萬公升 /樓地板面積(坪)；母公司的南科廠為0.001 百萬公升 /投片面積(m2)；子公司(南京)為0.106 百萬公升 /投片量(片),,,,,,
營業額,,,,,,
,,,,,,
產品,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
單位:公噸/百萬營業額,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
人員數量,,,,,,
營業額,,,,,,
原物料塑膠粒投料量(公斤),,,,,,
,,,,,,
用水(噸)/營業額(百萬),,,,,,
,,,,,,
,,,,,,
百萬營業額,,,,,,
,,,,,,
產品,,,,,,
,,,,,,
,,,,,,
百萬營業額,,,,,,
,,,,,,
人均用水度數,,,,,,
,,,,,,
,,ISO 14001,,,,
員工人數,,,,,,
百萬營業額,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
營業額,,,,,,
,,,,,,
營業額(百萬)以台灣地區計算,,ISO 14001,,,,
百萬營業額,,,,,,
,,,,,,
產品,,,,,,
百萬產值,,,,,,
營業額,,,,,,
百萬營業額,,,,,,
,,,,,,
新臺幣每億元營業收入,,ISO 14001,,,,
,,,,,,
新臺幣百萬元營收,,ISO 14001,,,,
營業額,,,,,,
製程用水,,,,,,
員工生活用水,,ISO 14001,,,,
營業額,,,,,,
,,,,,,
營業額,,,,,,
營業額,,,,,,
,,,,,,
,,,,,,
營業額,,,,,,
,,,,,,
單位：MW,,,,,,
,,,,,,
,,,,,,
噸/萬元產值，訊芯電子科技(中山)有限公司及訊芸電子科技(中山)有限公司之廣東省中山市廠區,,,,,,
百萬營業額,,,,,,
,,,,,,
營業額,,,,,,
m3/ 百萬台幣,,,,,,
每百萬單位產品用水量436公噸,,,,,,
,,,,,,
百萬營業額,,ISO 14001,,,,
,,,,,,
產品,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
產品,,,,,,
,,,,,,
,,,,,,
營業額,,,,,,
服務,,,,,,
產品,,,,,,
營業額,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,ISO 14001,,,,
,,,,,,
百萬營業額,,,,,,
,,,,,,
產品,,,,,,
營業額,,,,,,
員工人數(母公司及WYMX),,,,,,
產品,,,,,,
,,,,,,
千元營業額,,,,,,
,,ISO 14001,,,,
,,,,,,
,,,,,,
營業額,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
產品,,ISO 14001,,,,
百萬營業額,,,,,,
人均用水量(公升),,,,,,
公升/ 8吋晶圓當量-層,,,,,,
產品,,ISO 14001,,,,
,,,,,,
,,,,,,
營業額單位為佰萬元,,,,,,
平均每人使用量,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
產品,,,,,,
產品,,,,,,
營業額以仟元計算,,,,,,
產品,,,,,,
噸/百萬營業額,,,,,,
營業額,,,,,,
,,,,,,
營業額,,,,,,
,,,,,,
,,,,,,
營業額,,,,,,
,,,,,,
產品,,,,,,
,,,,,,
每億營業額,,,,,,
產品,,,,,,
百萬營業額,,,,,,
百萬營業額,,,,,,
,,,,,,
營業額,,,,,,
(度/人),,,,,,
百萬公升/億元營業額,,,,,,
,,,,,,
,,,,,,
服務,,,,,,
營業額,,,,,,
焚化量,,,,,,
百萬營業額,,,,,,
,,,,,,
,,,,,,
,,,,,,
公噸廢棄物處理量,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
員工用水密集度：當年度用水量(度) / 當年度年底總部總雇用人數、北區物流中心、4個主倉(蘆竹、林口、蘆四、南工)實際常駐人數(含派遣公司進駐人員),,,,,,
百萬營業額,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
總用水量( 公噸) / 營收( 億元),,,,,,
百萬營業額,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
百萬營業額,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
百萬營業額,,,,,,
,,,,,,
產品,,,,,,
營業額每10萬元,,,,,,
每雙鞋,,,,,,
,,,,,,
,,,,,,
營業額單位為佰萬元,,,,,,
計算標準:排放量/每百萬元營收,,,,,,
營業額,,,,,,
產量(噸),,,,,,
單台,,,,,,
百萬營業額,,,,,,
,,,,,,
,,,,,,
產品,,,,,,
,,,,,,
,,,,,,
公噸/百萬營業額,,,,,,
,,,,,,
百萬工時,,,,,,
,,,,,,
營業額,,,,,,
公噸/單位洗車用水量,,,,,,
產品,,,,,,
,,,,,,
員工人數,,ISO 14001,,,,
人,,,,,,
,,,,,,
用水密集度(264264)/其他-營收百萬元(1682),,,,,,
產品,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
溫室氣體排放密集度-密集度(噸CO2e/單位),,,溫室氣體排放密集度-單位,,,
0.8070,,,產品,,,
0.8520,,,產品,,,
0.0027,,,"營業額2,042,623 (仟元)",,,
0.0095,,,產值(新台幣千元),,,
0.5200,,,產品,,,
無，無統計相關數據,,,,,,
0.0340,,,產品,,,
0.2200,,,產品,,,
5.1320,,,營業額,,,
無，無統計相關數據,,,,,,
無，NA,,,,,,
7.0000,,,南投肉食品加工廠:7.0噸CO2e/百萬營收 ; 飼料廠:0.0267噸CO2e/產量(噸),,,
36.2500,,,營業收入千萬元,,,
1.0300,,,產品,,,
1.1011,,,營業額,,,
1.6000,,,營業額,,,
1900.4624,,,營業額(億元),,,
無，無統計相關數據,,,,,,
0.0170,,,萬元營業額,,,
2.5700,,,營業額;單位為新台幣佰萬元,,,
2.4782,,,百萬營業額,,,
0.1249,,,黃豆總加工量,,,
2.0646,,,分母以營業額為百萬元之計算,,,
0.1600,,,產品,,,
0.0268,,,營業額,,,
5.3100,,,營業額,,,
0.0041,,,營業額,,,
6205.4000,,,範疇一+範疇二/當年度個體財報營收(億元)，請參閱本公司2021年永續報告書P.66,,,
0.0280,,,單位:噸CO2e/110年個體營業額(千元)；其他說明：本次申報之營業額均以母公司當期個體營收(千元)計算。,,,
0.5950,,,產品,,,
0.3400,,,產品,,,
44.9800,,,百萬營業額,,,
0.8300,,,產品,,,
2.7020,,,產品,,,
0.9570,,,產品,,,
29.2100,,,營業額,,,
無，無統計相關數據,,,,,,
0.0001,,,"範疇1+2=1,907,806公噸CO2e，營業收入：35,163,380仟元",,,
無，無統計相關數據,,,,,,
無，無統計相關數據,,,,,,
4.3400,,,百萬營業額,,,
0.3222,,,產品,,,
0.0072,,,台灣永裕 13726.28(噸)/1907428千元=0.0072,,,
無，目前已由輔導公司協助輔導執行ISO14064-1溫室氣體盤查作業。,,,,,,
無，無統計相關數據,,,,,,
3423.7700,,,營業額億元,,,
無，無統計相關數據,,,,,,
0.0003,,,產品,,,
無，無統計相關數據,,,,,,
無，無統計相關數據,,,,,,
1.1393,,,產品,,,
無，無統計相關數據,,,,,,
0.3200,,,產品,,,
15.3100,,,營業額,,,
無，無統計相關數據,,,,,,
0.4360,,,產品,,,
無，無統計相關數據,,,,,,
無，無統計相關數據,,,,,,
無，無統計相關數據,,,,,,
無，本公司(廠)110年度壓克力纖維(棉)製程生產停工。,,,,,,
0.0021,,,產品,,,
0.0000,,,營業額,,,
無，無統計相關數據,,,,,,
14.2200,,,營業額 百萬元(新台幣),,,
60.7500,,,無生產活動，以平均每月用電量計算,,,
無，無統計相關數據,,,,,,
無，無統計相關數據,,,,,,
無，詳年報說明,,,,,,
無，無統計相關數據,,,,,,
2.6400,,,產量公噸,,,
無，無統計相關數據,,,,,,
無，無統計相關數據,,,,,,
無，無統計相關數據,,,,,,
0.4003,,,產品,,,
無，無統計相關數據,,,,,,
無，無相關排放設備,,,,,,
無，依產品別驗證，無法提供單一數據,,,,,,
8.0240,,,產品,,,
無，尚在盤查中，預計於2022/08統計出母公司之排放量。,,,,,,
0.9389,,,產品,,,
無，無統計相關數據,,,,,,
無，無統計相關數據,,,,,,
0.8100,,,產品,,,
8.0240,,,服務,,,
3.8500,,,員工人數,,,
1.1885,,,產品,,,
9.0900,,,產品,,,
無，無統計相關數據,,,,,,
13.5400,,,產品,,,
無，無統計相關數據,,,,,,
3.3700,,,產品,,,
無，詳永續報告書,,,,,,
無，無統計相關數據,,,,,,
5.8000,,,產量,,,
無，無統計相關數據,,,,,,
無，本公司於5/11董事會剛通過溫室氣體排放，目前因組織尚未完整，尚未決定由何單位及何種方式進行此一數據收集。,,,,,,
0.0007,,,產品,,,
無，無統計相關數據,,,,,,
無，詳年報說明,,,,,,
0.0035,,,營業額,,,
0.0221,,,營業額(百萬元),,,
0.7597,,,百萬元營業額,,,
2.0400,,,營業額,,,
無，無統計相關數據,,,,,,
無，無統計相關數據,,,,,,
0.3024,,,營業額,,,
無，無統計相關數據,,,,,,
無，資料尚在驗證,,,,,,
無，無統計相關數據,,,,,,
無，無統計相關數據,,,,,,
0.8025,,,產品,,,
無，無統計相關數據,,,,,,
無，無統計相關數據,,,,,,
0.6102,,,產能總重,,,
2.9300,,,百萬元營業額,,,
0.9870,,,營運成本新台幣仟元為單位,,,
無，預計2023年第1季完成盤查,,,,,,
無，無統計相關數據,,,,,,
無，無統計相關數據,,,,,,
無，無統計相關數據,,,,,,
無，無統計相關數據,,,,,,
1.0058,,,產品,,,
1948.0000,,,產值,,,
0.5600,,,坪,,,
3.6494,,,百萬營業額,,,
103.4200,,,仟元營業額/噸,,,
無，無統計相關數據,,,,,,
1055.7500,,,營業額,,,
無，無統計相關數據,,,,,,
0.0012,,,營業額,,,
0.0054,,,產品,,,
8.1300,,,百萬元營業額,,,
3.9484,,,百萬營業額,,,
無，無統計相關數據,,,,,,
無，無統計相關數據,,,,,,
無，無統計相關數據,,,,,,
0.6400,,,產品,,,
8.4445,,,每百萬元產值,,,
15.3000,,,每百萬營業額,,,
0.0003,,,營業額仟元,,,
無，規劃中,,,,,,
無，無統計相關數據,,,,,,
0.4600,,,產品,,,
2.3000,,,百萬營業額,,,
1.7800,,,營業額,,,
無，無統計相關數據,,,,,,
無，無統計相關數據,,,,,,
無，無統計相關數據,,,,,,
無，尚未建立,,,,,,
1.6500,,,營業額,,,
無，無統計相關數據,,,,,,
無，無統計相關數據,,,,,,
20322.9000,,,營業額,,,
9.0700,,,營業額,,,
3.4700,,,產品,,,
6.5000,,,百萬營業額,,,
13.7000,,,百萬營業額,,,
0.0240,,,營業額；單位：t-CO2e / 仟元,,,
8.9000,,,百萬元產值,,,
2.4000,,,植物保護產品佰萬元銷售額,,,
7371.0000,,,範疇一+範疇二,,,
0.5100,,,產品,,,
0.3901,,,產品(公噸),,,
0.7720,,,營業額573445.0898萬元,,,
319.0000,,,營業額,,,
1.5500,,,產品,,,
0.7000,,,產品,,,
116652.4563,,,營業額,,,
0.0273,,,百萬元營業額,,,
0.0500,,,電力使用量,,,
0.0620,,,產品,,,
0.3000,,,營業額,,,
無，無統計相關數據,,,,,,
1.4200,,,噸CO2e/百萬營收,,,
0.0050,,,營業額,,,
0.0041,,,營業額仟元,,,
0.4278,,,產品,,,
無，無統計相關數據,,,,,,
無，無統計相關數據,,,,,,
556.0000,,,營業額,,,
0.0018,,,每仟元產值,,,
0.0800,,,產品,,,
0.2485,,,產品,,,
3.3700,,,以佰萬元營業額為單位,,,
無，無統計相關數據,,,,,,
無，無統計相關數據,,,,,,
無，無統計相關數據,,,,,,
1.6700,,,百萬元營業額,,,
無，無統計相關數據,,,,,,
無，無統計相關數據,,,,,,
0.0088,,,產品,,,
無，無統計相關數據,,,,,,
無，本公司非屬於公告第一批應盤查登錄溫室氣體排放量之排放源列管對象,,,,,,
無，無統計相關數據,,,,,,
0.1200,,,百萬營業額,,,
無，依規定本公司屬資本額50億元以下之公司別，應於第三階段完成溫室氣體盤查(115年)，本公司預計於112年啟動執行。,,,,,,
0.8300,,,公噸；工業用紙,,,
1.3200,,,產品,,,
無，無統計相關數據,,,,,,
0.9900,,,產品,,,
0.6900,,,產品,,,
2.2990,,,產品,,,
0.4190,,,鋼胚產量,,,
無，無統計相關數據,,,,,,
無，無統計相關數據,,,,,,
1.8347,,,產品,,,
0.0222,,,產品,,,
0.0660,,,產品,,,
無，規劃111年年底完成110年溫室氣體排放量盤查。,,,,,,
0.1342,,,產品,,,
0.4595,,,產品,,,
0.1900,,,產品,,,
無，查證時程計劃書預計在下半年完成,,,,,,
